uid,kind,domain,task,service,unit,title,must_teach,qualifier,distractor_angles,difficulty,priority,status,existing_uid,gap_note,batch
aws-polly-service,service,D2,D2,Polly,Amazon Polly,Polly: text-to-speech with neural voices and SSML,"Turns text into lifelike speech (standard, neural, generative voices, many languages), SSML for pronunciation and pauses, lexicons, speech marks for lip-sync; output streamed or saved to S3. Choose for voice output in apps/IVR; the reverse direction (speech to text) is Transcribe, chatbots are Lex.",,,1,P2,new,,,B5.1 P2 长尾
aws-rds-service,service,D2,D2,RDS,Amazon RDS,"RDS: managed relational engines, what you give up and when it is wrong","Managed MySQL, PostgreSQL, MariaDB, Oracle, SQL Server, Db2 with automated backups, patching, Multi-AZ, read replicas, storage autoscaling up to 64 TiB, encryption, IAM auth; no OS/shell access, engine-level features only. Not for NoSQL/key-value scale (DynamoDB), engines or extensions RDS lacks (EC2), or when Aurora's 6-copy storage and faster failover justify its price.",,,1,P1,partial,aws-rds-multi-az-cluster-vs-instance,Multi-AZ variants live; what RDS is / limits / when-not missing,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-route53-service,service,D2,D2,Route 53,Amazon Route 53,Route 53: routing policies and health-check-driven answers,"Simple, weighted, latency, failover, geolocation, geoproximity, multivalue, IP-based; health checks gate answers; alias records point at AWS resources at the apex.",,,2,P1,exists,aws-route53-routing-policies,,—
aws-service-catalog-service,service,D2,D2,Service Catalog,AWS Service Catalog,Service Catalog: approved CloudFormation products for self-service with guardrails,"Admins publish portfolios of products (CloudFormation templates or Terraform) with launch constraints (a launch role does the provisioning so users need little IAM), template constraints and tag enforcement; users pick from a catalogue and get compliant stacks. Choose for governed self-service across accounts; Control Tower governs accounts, plain CloudFormation governs nothing.",,,1,P2,new,,,B5.2 P2 长尾
aws-sns-service,service,D2,D2,SNS,Amazon SNS,SNS: push fan-out topic with filtering,"Publish once, deliver to SQS, Lambda, HTTP, email, SMS, mobile push, Firehose; subscription filter policies; FIFO topics pair with FIFO queues; no message persistence for offline subscribers.",,,2,P1,exists,aws-sns-fanout-filtering,"add target list, FIFO topics and delivery-retry caveat",—
aws-sqs-service,service,D2,D2,SQS,Amazon SQS,SQS: standard vs FIFO queue as a buffer between producers and consumers,"Standard: unlimited throughput, at-least-once, best-effort order. FIFO: 300 msg/s (3,000 batched, higher with high-throughput mode), exactly-once via dedup ID, ordered per group ID.",,,2,P1,exists,aws-sqs-fifo-vs-standard,,—
aws-step-functions-service,service,D2,D2,Step Functions,AWS Step Functions,"Step Functions: Standard (1 year, exactly-once, callbacks) vs Express (5 min, high volume)","Standard for long, auditable, callback-driven workflows billed per transition; Express for high-rate short workflows billed by duration.",,,2,P1,exists,aws-step-functions-standard-vs-express,,—
aws-well-architected-tool-service,service,D2,D2,Well-Architected Tool,AWS Well-Architected Tool,Well-Architected Tool: review a workload against the six pillars,"Six pillars; the Tool runs a questionnaire per workload, records high/medium risks and improvement plans, supports lenses and custom lenses.",,,1,P2,exists,aws-well-architected-pillars,,—
aws-x-ray-service,service,D2,D2,X-Ray,AWS X-Ray,"X-Ray: distributed tracing across Lambda, API Gateway, ECS, EC2",SDK or auto-instrumentation records segments/subsegments per request; daemon/agent ships them; service map shows latency and error rates per hop; sampling controls cost; annotations enable filtering. Use to find which microservice or downstream call is slow or failing. Not a log store (CloudWatch Logs) or an API audit trail (CloudTrail).,,,1,P1,new,,,B4.4 P1 新卡
aws-ebs-iops-database-mcq-01,mcq,D3,3.1,Amazon EBS,Determining storage services and configurations that meet performance demands,"Database needs 50,000 sustained IOPS with sub-ms latency: which EBS type","io2 Block Express when IOPS exceed gp3's 16,000 ceiling; gp3 for everything below; st1/sc1 are throughput HDD not IOPS.",most-performant,"gp3 (violates IOPS ceiling 16,000); st1 (right service wrong volume type, throughput not IOPS); EFS Max I/O (wrong service, file not block); instance store (violates persistence constraint)",2,P0,partial,aws-ebs-volume-types,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-hpc-storage-scale-mcq-04,mcq,D3,3.1,Amazon FSx,Determining storage services that can scale to accommodate future needs,ML training reads a growing S3 dataset at hundreds of GB/s from many instances,"FSx for Lustre linked to the S3 bucket (lazy load, sub-ms, scales throughput with capacity); EFS too slow for HPC; EBS not shared; S3 direct too slow for POSIX training.",most-performant,EFS Max I/O (wrong service for HPC throughput); EBS io2 per instance (violates shared dataset); FSx for Windows (wrong protocol); S3 Transfer Acceleration (wrong feature),2,P1,partial,aws-fsx-windows-vs-lustre-vs-ontap,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-s3-hot-prefix-scaling-mcq-03,mcq,D3,3.1,Amazon S3,Determining storage services that can scale to accommodate future needs,Pipeline gets 503 Slow Down on one S3 prefix as volume grows 10x: what scales,"Spread keys across many prefixes (per-prefix 3,500 PUT/5,500 GET), use multipart for large objects; no need to add buckets or Transfer Acceleration.",choose-two,"Add more buckets (unnecessary, prefixes scale within a bucket); Transfer Acceleration (right service, wrong feature: latency not request rate); Request a quota increase (S3 has no prefix quota); Switch to EFS (wrong service)",3,P1,partial,aws-s3-performance-prefixes-multipart,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-shared-posix-across-azs-mcq-18,mcq,D3,3.1,EFS,"Recommending compute, storage, networking, database technologies",Linux fleet across three AZs needs one shared POSIX file system that grows on demand,"Amazon EFS (Regional, Elastic throughput) mounted by every instance via mount targets in each AZ.",most-available,"violates constraint: EBS Multi-Attach is single-AZ and needs a cluster file system; violates constraint: S3 is object storage, not POSIX; wrong service: FSx for Windows is SMB for Windows workloads",1,P0,new,,overlaps aws-shared-storage-linux-fleet-mcq-02: write it from a different angle/scenario (Same Linux-fleet-three-AZs-shared-POSIX stem (also the live aws-efs-pe) | moved: Shared POSIX file-system selection is 3.1; the same stem already exists there wi,B2.4 P0 新卡
aws-shared-storage-linux-fleet-mcq-02,mcq,D3,3.1,Amazon EFS,Determining storage services and configurations that meet performance demands,Hundreds of Linux instances in 3 AZs need one shared POSIX file system with spiky load,EFS Regional with Elastic throughput and General Purpose mode; Max I/O only for massive parallel with latency tolerance; FSx Lustre for HPC scratch; EBS cannot be shared across AZs.,least-ops,"EBS Multi-Attach (violates multi-AZ); FSx for Windows (wrong protocol SMB); EFS Provisioned throughput (right service, wrong mode for unknown load); S3 via Mountpoint (wrong semantics for POSIX locks)",2,P0,partial,aws-efs-performance-and-throughput-modes,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-windows-smb-shared-storage-ha-mcq-43,mcq,D3,3.1,FSx,Using purpose-built AWS services for workloads (HA),Windows app needs SMB shares joined to Active Directory across two AZs,"Amazon FSx for Windows File Server in Multi-AZ deployment: native SMB, AD integration, automatic failover between AZs.",most-available,violates constraint: EFS is NFS for Linux; violates constraint: EBS is single-instance single-AZ; wrong service: S3 File Gateway presents SMB but is a cache in front of S3 and not multi-AZ HA,1,P1,new,,moved: FSx for Windows selection by protocol is the 3.1 storage-selection decision wher | spec note: Either drop (the live FSx card covers it) or make the trade-off FSx Windows Multi-AZ vs Single-AZ vs File Gateway with a,B4.3 P1 新卡
aws-efs-service-card,service,D3,3.1,Amazon EFS,service card: Amazon EFS,EFS: elastic shared NFS across AZs,"Use: thousands of Linux clients, Regional or One Zone, Elastic/Provisioned/Bursting throughput, GP vs Max I/O, IA/Archive classes, access points, encryption. Not for: Windows/SMB (FSx Windows), single-instance low-latency block (EBS), HPC scratch (FSx Lustre).",,,1,P1,exists,aws-efs-performance-and-throughput-modes,,—
aws-hybrid-storage-decision-tree,concept,D3,3.1,AWS Storage Gateway,Hybrid storage solutions to meet business requirements,Hybrid storage: which service keeps on-prem apps working while data lives in AWS,"Decision rule: keep on-prem access with cloud backing = Storage Gateway (File for NFS/SMB->S3, Volume cached/stored for iSCSI, Tape for backup software); one-time or scheduled bulk move = DataSync; NetApp features both sides = FSx for ONTAP; AWS services on site = Outposts. Trap: DataSync is a mover, not a persistent mount.",,,2,P1,partial,aws-storage-gateway-modes,live card aws-storage-gateway-modes is primarily mapped to aws-svc-storage-gateway; this angle still needs its own card | overlaps aws-data-transfer-services-choice: write it from a different angle/scenario (D3 has two concepts and D4 a third (aws-d4-hybrid-storage-options) all),B3 修补 partial 卡（补角度/补 usage/改难度）
aws-storage-services-use-case-matrix,concept,D3,3.1,Amazon S3,"Storage services with appropriate use cases (S3, EFS, EBS)",S3 vs EFS vs EBS vs FSx: match the storage service to the access pattern,"Rule: HTTP/unlimited/durable static or data-lake = S3; many Linux hosts share POSIX files across AZs = EFS; one instance, low-latency block (boot, DB) = EBS; SMB/AD = FSx Windows; HPC/ML scratch = FSx Lustre; NetApp/multi-protocol = FSx ONTAP. Trap: EBS is single-AZ and single-instance (except io1/io2 Multi-Attach).",,,1,P0,partial,aws-fsx-windows-vs-lustre-vs-ontap,Existing card covers the FSx branch only; S3/EFS/EBS side needs one card,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-storage-types-object-file-block,concept,D3,3.1,-,"Storage types with associated characteristics (object, file, block)",Object vs file vs block: the characteristics that decide the service,"Block = raw volumes, lowest latency, one host, formatted by OS (EBS, instance store). File = hierarchical, shared over NFS/SMB, POSIX locks (EFS, FSx). Object = flat key space over HTTP, whole-object writes, no in-place edit, unlimited scale (S3). Trap: object storage cannot be mounted as a boot volume or used for random in-place writes.",,,1,P1,partial,aws-ebs-vs-efs-vs-instance-store,Existing card lacks the object/S3 column and the in-place-write rule | absorbs aws-block-storage-characteristics: Per-type patterns are the three columns of the concept; their live mappings hold | absorbs aws-file-storage-characteristics: Per-type patterns are the three columns of the concept; their live mappings hold | absorbs aws-object-storage-characteristics: Per-type patterns are the three columns of the concept; their live mappings hold,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-asg-scaling-metric-choice-mcq-07,mcq,D3,3.2,Amazon EC2 Auto Scaling,Identifying metrics and conditions to perform scaling actions,"Keep ALB targets around 1,000 requests each and pre-warm before 9am daily",Target tracking on ALBRequestCountPerTarget plus a scheduled action; step scaling only for breach-size responses; predictive scaling for recurring patterns needs 24 h+ history.,least-ops,"Step scaling on CPU (wrong metric, more ops); Manual desired capacity change (violates least-ops); Scheduled only (misses unexpected load); Scale on NetworkIn (metric not tied to requests)",2,P0,partial,aws-asg-scaling-policies,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-compute-option-batch-vs-lambda-mcq-09,mcq,D3,3.2,AWS Batch,Selecting the appropriate compute options and features (EC2 instance types),"Nightly genomics jobs run 2-6 hours each, thousands per night, interruptible",AWS Batch with a Spot compute environment (or EMR if Spark); Lambda's 15-min limit and Fargate's per-task cost rule them out; EC2 ASG needs a scheduler you build.,least-cost,"Lambda (violates 15-min limit); Fargate tasks (right family, costlier and no Spot queueing); EC2 ASG on-demand (violates least-cost, no job queue); EMR (wrong service unless Spark named)",2,P0,partial,aws-lambda-limits-timeout-payload,Q/A gives the limit; MCQ decision needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-container-task-sizing-mcq-12,mcq,D3,3.2,AWS Fargate,Selecting the appropriate resource type and size (amount of Lambda memory),"Predictable per-task CPU/memory without hosts, plus GPU inference containers",Fargate tasks with explicit vCPU/memory for the API; GPU workloads need ECS/EKS on EC2 launch type (or Fargate GPU where unavailable); Lambda 10 GB/15 min unsuitable for GPU.,choose-two,Lambda container images for GPU (violates GPU constraint); Fargate for GPU (Fargate lacks GPU in most Regions); EC2 launch type for API (violates least-ops); Beanstalk (wrong abstraction),3,P1,partial,aws-ecs-fargate-vs-ec2-launch,Q/A exists; MCQ form needed | overlaps aws-spiky-container-api-no-hosts-mcq-12: write it from a different angle/scenario (Both halves of the live aws-ecs-fargate-vs-ec2-launch stem (spiky API ) | spec note: Drop; aws-spiky-container-api-no-hosts-mcq-12 covers the Fargate half and the GPU half is a one-line distractor there.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-decouple-upload-processing-mcq-05,mcq,D3,3.2,Amazon SQS,Decoupling workloads so that components can scale independently,Web tier accepts image uploads; processing spikes overwhelm the workers,S3 event -> SQS queue -> worker ASG scaling on ApproximateNumberOfMessagesVisible (backlog per instance); SNS alone has no buffer; synchronous Lambda call couples tiers.,most-performant,"Web tier calls processing API directly (violates decoupling); SNS to workers with no queue (no buffering); Scale workers on CPU (wrong metric, not backlog); Kinesis Data Streams (wrong service, stream not work queue)",2,P0,partial,aws-sqs-visibility-timeout-dlq,"D2 Q/A covers SQS mechanics; scaling-on-backlog MCQ needed | overlaps aws-order-queue-between-tiers-mcq-01: write it from a different angle/scenario (Both: web tier overwhelmed, put SQS between tiers, scale workers on qu)",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-fanout-independent-consumers-mcq-06,mcq,D3,3.2,Amazon SNS,Decoupling workloads so that components can scale independently,Order events must feed three teams that scale and fail independently,"SNS topic with one SQS queue per consumer (fan-out), filter policies; each queue buffers for its consumer; EventBridge is the alternative when content routing/SaaS targets matter.",choose-two,"Single SQS queue with three consumers (violates independence, messages consumed once); SNS direct to Lambda with no queue (no buffer/retry isolation); Kinesis with one consumer (wrong service); Step Functions (wrong service for fan-out)",2,P1,partial,aws-sns-fanout-filtering,D2 Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-hpc-instance-and-network-mcq-10,mcq,D3,3.2,Amazon EC2,Selecting the appropriate compute options and features (EC2 instance types),Tightly coupled MPI simulation across 64 instances needs lowest inter-node latency,Cluster placement group + EFA-enabled instance types in one AZ (plus FSx Lustre); spread/partition groups add distance; ENA alone lacks OS bypass.,most-performant,"Spread placement group (violates low-latency locality); Partition placement (right service wrong feature, for HDFS); Enhanced networking ENA only (insufficient, no OS bypass); Multi-AZ ASG (violates single-AZ locality)",3,P1,partial,aws-ec2-enhanced-networking-efa,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-lambda-memory-cost-perf-mcq-11,mcq,D3,3.2,AWS Lambda,Selecting the appropriate resource type and size (amount of Lambda memory),CPU-bound Lambda at 128 MB takes 8 s; make it faster without raising cost,"Raise memory (e.g., 1,769 MB = 1 vCPU): duration falls, GB-seconds roughly constant; concurrency settings do not speed a single invocation.",fastest,"Provisioned concurrency (right service wrong feature, fixes cold start not CPU); Reserved concurrency (limits, no speed); Increase timeout (no effect); Move to Fargate (violates least-change)",2,P0,partial,aws-lambda-performance-memory-and-layers,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-queue-backlog-per-instance-mcq-08,mcq,D3,3.2,Amazon CloudWatch,Identifying metrics and conditions to perform scaling actions,Worker fleet scales too late; queue depth grows while CPU stays low,Publish backlog-per-instance custom metric (ApproximateNumberOfMessagesVisible / InService instances) and target-track it; CPU is wrong for I/O-bound consumers; add instance warm-up.,most-performant,"Target tracking on CPU (wrong metric); Scale on ApproximateAgeOfOldestMessage only (lagging indicator, plausible second); Increase visibility timeout (does not add capacity); Larger instances (vertical, not elastic)",3,P1,new,,task note: service = Amazon EC2 Auto Scaling,B4.3 P1 新卡
aws-auto-scaling-service-card,service,D3,3.2,AWS Auto Scaling,service card: AWS Auto Scaling,"AWS Auto Scaling: scaling plans across EC2, ECS, DynamoDB, Aurora",Use: one scaling plan with predictive scaling and target tracking across resources discovered by tag/CloudFormation stack. vs EC2 Auto Scaling (instances only) vs Application Auto Scaling (API for non-EC2). Keyword: 'scale multiple resource types together'.,,,1,P2,new,,overlaps aws-scalability-ec2-asg-vs-aws-auto-scaling: write it from a different angle/scenario (The concept already teaches the EC2 Auto Scaling vs Application Auto S),B5.2 P2 长尾
aws-batch-service-card,service,D3,3.2,AWS Batch,service card: AWS Batch,AWS Batch: managed batch job queues on EC2/Spot/Fargate,"Use: long-running or thousands of batch jobs, job queues and definitions, compute environments (EC2, Spot, Fargate), array jobs, dependencies. Not for: sub-15-min event work (Lambda), Spark (EMR), scheduled cron of one script (EventBridge+Lambda). Keyword: 'batch jobs, no scheduler to manage'.",,,1,P1,new,,,B4.4 P1 新卡
aws-ec2-auto-scaling-service-card,service,D3,3.2,Amazon EC2 Auto Scaling,service card: Amazon EC2 Auto Scaling,"EC2 Auto Scaling: groups, policies, health, and warm-up","Use: min/desired/max, launch templates, multi-AZ balance, target tracking/step/scheduled/predictive, instance warm-up, lifecycle hooks, warm pools, ELB health checks, mixed instances with Spot. Not for: ECS tasks/DynamoDB (Application Auto Scaling).",,,1,P0,partial,aws-asg-scaling-policies,"Policies covered; group anatomy (min/desired/max, launch template, mixed instances) missing",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-emr-service-card,service,D3,3.2,Amazon EMR,service card: Amazon EMR,EMR: managed Spark/Hadoop clusters for big-data processing,"Use: Spark, Hive, Presto, HBase at scale; long or ad hoc clusters; EMR Serverless; Spot task nodes; EMRFS on S3 (decoupled storage). Not for: simple serverless ETL (Glue), SQL-only on S3 (Athena), warehouse (Redshift). Rule: 'existing Hadoop/Spark jobs' -> EMR.",,,1,P1,partial,aws-redshift-vs-athena-vs-emr,EMR is one branch of the existing card; node types/Spot/EMRFS missing,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-compute-services-use-case-map,concept,D3,3.2,AWS Batch,"AWS compute services with appropriate use cases (Batch, EMR, Fargate)","Which compute service: EC2, Lambda, Fargate, Batch, EMR, Elastic Beanstalk",Rule: event-driven <15 min = Lambda; containers without hosts = Fargate; long/queued batch jobs on managed EC2/Spot = Batch; big-data frameworks (Spark/Hadoop) = EMR; full control/licences/GPU = EC2; deploy code and forget infra = Beanstalk. Trap: 40-minute job is not Lambda; Spark job is EMR (or Glue) not Batch.,,,1,P0,partial,aws-lambda-limits-timeout-payload,Existing card gives the 15-min rule; Batch/EMR/Fargate positioning missing,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-container-orchestration-ecs-eks,concept,D3,3.2,Amazon ECS,"The orchestration of containers (ECS, EKS)",ECS vs EKS and the launch-type/capacity choices behind each,"ECS = AWS-native, simplest; EKS = upstream Kubernetes for portability/skills. Both run on EC2 or Fargate. Task/pod scaling via Application Auto Scaling on CPU/memory/ALB request count. Trap: 'Kubernetes' keyword -> EKS; 'no host management' -> Fargate; GPU/daemonsets/privileged -> EC2 launch type.",,,1,P1,partial,aws-eks-vs-ecs,live card aws-eks-vs-ecs is primarily mapped to aws-container-orchestration-choice; this angle still needs its own card,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-distributed-computing-global-infra-edge,concept,D3,3.2,-,Distributed computing concepts supported by AWS global infrastructure and edge services,"Regions, AZs, Local Zones, Wavelength, edge locations: layering compute for latency","Teach the layers: Region (data residency, service catalogue), AZ (fault isolation, single-digit-ms links), Local Zone (metro latency, subset of services), Wavelength (5G carrier edge), Outposts (on-prem), edge locations (CloudFront/Global Accelerator, no EC2). Rule: place compute nearest to the users or the data that dominates latency.",,,1,P1,partial,aws-ec2-placement-groups,Placement groups are one intra-AZ lever; the global layering is missing,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-queuing-messaging-concepts-scaling,concept,D3,3.2,Amazon SQS,Queuing and messaging concepts (publish/subscribe),"Queues vs pub/sub as scaling tools: buffer, fan-out, and consumer scaling","Queue (SQS) = pull, buffers bursts so producers and consumers scale independently; ApproximateNumberOfMessagesVisible per instance is the scaling metric. Pub/sub (SNS) = push to many subscribers, no buffering, no replay. Event bus (EventBridge) = rule-based routing. Rule: 'absorb spikes' -> queue; 'notify many' -> topic; 'route by content' -> bus.",,,2,P1,partial,aws-sqs-sns-eventbridge-choice,"Existing card is the D2 pick-the-service view; D3 angle (buffering, backlog-per-instance scaling) missing",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-scalability-ec2-asg-vs-aws-auto-scaling,concept,D3,3.2,Amazon EC2 Auto Scaling,"Scalability capabilities with appropriate use cases (EC2 Auto Scaling, AWS Auto Scaling)",EC2 Auto Scaling vs AWS Auto Scaling vs Application Auto Scaling: what scales what,"EC2 Auto Scaling = groups of instances (min/desired/max, policies, health). Application Auto Scaling = ECS services, DynamoDB, Aurora replicas, Lambda provisioned concurrency, Spot Fleet. AWS Auto Scaling = one console/scaling plan across those with predictive scaling. Trap: DynamoDB and ECS are not scaled by an ASG.",,,1,P1,partial,aws-asg-lifecycle-hooks-and-warm-pools,Existing card covers hooks/warm pools; the three-service split is missing,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-serverless-patterns-lambda-fargate,concept,D3,3.2,AWS Lambda,"Serverless technologies and patterns (Lambda, Fargate)","Serverless patterns: when Lambda, when Fargate, and the async/queue-fronted shapes","Lambda for short, event-driven, bursty units; Fargate for long-running or container-shaped services; both scale to zero ops. Patterns: API GW+Lambda, S3 event+Lambda, SQS buffered Lambda (batching, concurrency), Step Functions for multi-step. Trap: Lambda limits 15 min/10 GB memory/6 MB sync payload push jobs to Fargate/Batch.",,,2,P0,partial,aws-lambda-cold-start-init,Existing cards teach cold start and limits; the Lambda-vs-Fargate pattern decision is missing,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-ec2-instance-type-selection,pattern,D3,3.2,Amazon EC2,EC2 instance types,"Choosing EC2 instance type: family, size, generation, Graviton, burstable credits","Family letters (M/T/C/R/X/I/D/P/G/Hpc), sizes double vCPU/memory, newer generation cheaper per unit, Graviton (arm64) ~20-40% better price-performance, T-family CPU credits (unlimited mode), network baseline vs burst. Rule: sustained CPU -> C; memory -> R; spiky small -> T.",,,1,P0,exists,aws-ec2-instance-families,,—
aws-lambda-memory-sizing,pattern,D3,3.2,AWS Lambda,amount of Lambda memory,Lambda memory as the single performance dial,"128 MB-10,240 MB; CPU scales linearly, 1,769 MB = 1 vCPU, up to 6 vCPU; cost = GB-seconds so more memory can be cheaper; ephemeral storage 512 MB-10 GB separate; Power Tuning tool. Trap: CPU-bound function at 128 MB is slow and not cheaper.",,,2,P0,exists,aws-lambda-performance-memory-and-layers,,—
aws-pub-sub-pattern,pattern,D3,3.2,Amazon SNS,publish/subscribe,Publish/subscribe fan-out: SNS to SQS/Lambda with filtering,"One publish -> many subscribers (SQS, Lambda, HTTP, email, Firehose); message filtering by attribute; SNS+SQS fan-out gives each consumer its own buffer and retry; FIFO topics for ordering. Trap: SNS alone has no buffering; pair with SQS for durable independent scaling.",,,2,P1,partial,aws-sns-fanout-filtering,"D2 card teaches fan-out; D3 angle of per-consumer scaling missing | absorbs aws-pubsub-fanout-pattern: Identical (SNS to one SQS per consumer, filter policies, FIFO topics). Both map",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-aurora-reporting-reads-mcq-13,mcq,D3,3.3,Amazon Aurora,Configuring read replicas to meet business requirements,Reporting queries slow the Aurora writer; reads spike unpredictably,Use reader endpoint with Aurora Replica autoscaling (target CPU or connections); custom endpoint for large-instance reports; writer instance upsizing is vertical and costly.,most-performant,"Point reports at cluster endpoint (wrong endpoint, hits writer); Scale up writer (vertical, not read scaling); RDS Proxy (wrong feature, pooling not read offload); Multi-AZ standby (serves no reads)",2,P0,partial,aws-aurora-reader-endpoint-and-autoscaling,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-cache-integration-stale-reads-mcq-21,mcq,D3,3.3,Amazon ElastiCache,Integrating caching to meet business requirements,Catalogue prices must never be stale more than 60 s; reads are 95% of load,ElastiCache with TTL 60 s (lazy loading + TTL) or write-through on price updates; DAX only if DynamoDB; strongly consistent reads defeat the cache.,most-performant,"DAX (wrong service unless DynamoDB backing); Write-through with no TTL (churn, cold node); Read replicas only (helps but not microsecond); CloudFront caching API responses (plausible second for public GETs, but per-user data)",2,P0,partial,aws-elasticache-lazy-loading-vs-write-through,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-db-connection-storm-mcq-15,mcq,D3,3.3,Amazon RDS Proxy,Designing database architectures,Thousands of Lambda invocations exhaust RDS connections,"RDS Proxy pools and multiplexes connections, IAM auth, queues surplus; raising max_connections or instance size is a stopgap; DynamoDB migration is out of scope.",least-change,"Increase max_connections parameter (stopgap, memory-bound); Larger instance class (cost, not root cause); Rewrite for DynamoDB (violates least-change); Reserved concurrency on Lambda (limits throughput, plausible second)",2,P0,partial,aws-rds-proxy,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-db-type-graph-timeseries-mcq-20,mcq,D3,3.3,Amazon Neptune,"Determining an appropriate database type (Aurora, DynamoDB)",Fraud detection traverses account-device relationships; separate IoT time-window queries,Neptune for relationship traversal; Timestream for time-series; DynamoDB works for time-series only with careful key design; Aurora joins degrade at deep traversal.,choose-two,"Aurora with recursive SQL (degrades at depth); DynamoDB adjacency lists (plausible but not purpose-built); Redshift (OLAP, wrong latency); OpenSearch (search, not graph)",2,P1,partial,aws-purpose-built-databases-selection,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-db-type-serverless-keyvalue-mcq-19,mcq,D3,3.3,Amazon DynamoDB,"Determining an appropriate database type (Aurora, DynamoDB)","Session/profile lookups by user id at millions of req/s, no joins, must scale to zero ops","DynamoDB (on-demand, single-digit ms, GSI for secondary lookups); Aurora Serverless v2 for relational shape; ElastiCache is not durable primary; DocumentDB only if MongoDB.",least-ops,"Aurora Serverless v2 (relational overhead, plausible second); ElastiCache Redis (not durable primary); RDS MySQL with replicas (violates least-ops); DocumentDB (wrong keyword)",2,P0,partial,aws-aurora-vs-dynamodb-choice,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-dynamodb-hot-partition-design-mcq-16,mcq,D3,3.3,Amazon DynamoDB,Designing database architectures,DynamoDB throttles despite low total usage; one date-based key dominates,"Redesign partition key for high cardinality (write sharding/suffix), add GSI for the query pattern; on-demand mode does not fix a hot key; DAX helps reads only.",choose-two,"Switch to on-demand (does not isolate a hot key); Add DAX (right service wrong feature, reads only); Raise provisioned WCU (partition limit 1,000 WCU still binds); Use LSI (cannot add to existing table)",3,P0,partial,aws-dynamodb-capacity-and-keys,Q/A covers key choice; MCQ with sharding needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-dynamodb-microsecond-reads-mcq-22,mcq,D3,3.3,Amazon DynamoDB Accelerator (DAX),Integrating caching to meet business requirements,DynamoDB game leaderboard reads same hot items; needs microseconds with no code rewrite,"DAX cluster (API-compatible, write-through, eventually consistent reads); ElastiCache requires cache code; RCU increase does not cut latency; DAX does not serve strongly consistent reads.",least-change,"ElastiCache Redis (violates least-change, code needed); Increase RCU (capacity not latency); Global Tables (wrong feature); Use strongly consistent reads (bypasses DAX)",2,P0,partial,aws-dynamodb-dax,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-engine-choice-commodity-web-mcq-18,mcq,D3,3.3,Amazon RDS,Determining an appropriate database engine (MySQL compared with PostgreSQL),Simple e-commerce OLTP on MySQL 8 needs 5x throughput and automatic storage growth,"Aurora MySQL (compatible, up to 5x, storage auto-grows to 128 TiB, 15 replicas); switching to PostgreSQL adds migration work; DynamoDB needs redesign.",least-change,"Aurora PostgreSQL (engine change, violates least-change); RDS MySQL larger instance (does not give auto-grow/replica scale); DynamoDB (wrong type); Redshift (wrong workload, OLAP)",2,P1,partial,aws-aurora-vs-rds,Q/A exists; MCQ form needed,B3 修补 partial 卡（补角度/补 usage/改难度）
