uid,kind,domain,topic,difficulty,fragment,position,order_in_deck,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-hook-vs-claude-md-enforcement,pattern,D7,D7 Security & safety,d2,D7.md,234,2340,https://code.claude.com/docs/en/hooks,"Prompt hooks default 30 second timeout, agent hooks 60 seconds, command hooks 600 seconds; USE AT YOUR OWN RISK: hooks run with your user's full permissions, treat hook configuration like source code, only enable hooks from trusted sources",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,A: hook disclaimer aligned to current page text ('Command hooks execute shell commands with your full user permissions... Review and test all hook commands'); old 'USE AT YOUR OWN RISK / trusted sources' wording no longer on page; prompt hook 30 s default verified
ccdvf-permission-deny-vs-sandbox,pattern,D7,D7 Security & safety,d2,D7.md,235,2350,https://code.claude.com/docs/en/permissions,Bash rules match the command text after splitting compound commands and stripping wrappers; table: Bash(curl *) stops curl https://example.com but not /usr/bin/curl or sh -c 'curl ...'; Bash(rm *) stops rm -rf build/ but not /bin/rm or bash -c 'rm -rf build/'; deny or ask rule covers the usual invocation and isn't a security boundary around the program; for enforcement not depending on command text use sandboxing; to inspect the full command use a PreToolUse hook; permissions and sandboxing are complementary layers,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-screen-tool-output-before-use,pattern,D7,D7 Security & safety,d2,D7.md,236,2360,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Screen tool outputs before Claude acts on them: run each tool, pass raw output to a small classifier call with Claude Haiku 4.5, only return content as tool_result if the screen reports no injection attempt; structured outputs schema with injection_suspected boolean; if true return an error or stripped summary and consider surfacing the attempt to the user; red-team your own agent with documents, emails and tool outputs containing injection attempts",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,A: 'deterministic application check' -> 'independent application-side check' (a Haiku classifier call is probabilistic)
ccdvf-own-instructions-not-in-tool-result,pattern,D7,D7 Security & safety,d2,D7.md,237,2370,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Don't put your own instructions in tool results: Claude treats tool-result content as untrusted data so instructions there may be ignored or flagged as a potential injection; send instructions in a user turn following the tool_result block or, on supported models, a mid-conversation system message",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-skip-permissions-isolated-only,pattern,D7,D7 Security & safety,d2,D7.md,238,2380,https://code.claude.com/docs/en/agent-sdk/permissions,"allowed_tools does not constrain the prompt-skipping permission mode: unlisted tools fall through to the mode which approves everything, so allowed_tools=[Read] still approves Bash, Write, Edit; use disallowed_tools to block (bare name removes tool from context, scoped rule like Bash(rm *) denied in every mode); deny rules, explicit ask rules and hooks are evaluated before the mode check and still apply; use with extreme caution, only in controlled environments",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-skip-permissions-isolated-only,pattern,D7,D7 Security & safety,d2,D7.md,238,2380,https://code.claude.com/docs/en/permissions,"Warning: only use the prompt-skipping mode in isolated environments like containers or VMs where Claude Code can't cause damage; the permissions key that disables the prompt-skipping mode, set to disable in any settings file (most useful in managed settings), prevents the mode",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-skip-permissions-isolated-only,pattern,D7,D7 Security & safety,d2,D7.md,238,2380,https://code.claude.com/docs/en/hooks-guide,A hook returning permissionDecision deny blocks the tool even with --dangerously-skip-permissions; hooks can tighten restrictions but not loosen them,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-least-privilege-agent-access,pattern,D7,D7 Security & safety,d2,D7.md,239,2390,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Limit Claude's access to sensitive data and actions: don't give Claude access to secrets it doesn't need, run tools in sandboxed environments, scope permissions as narrowly as possible so a successful injection does minimal damage",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-least-privilege-agent-access,pattern,D7,D7 Security & safety,d2,D7.md,239,2390,https://code.claude.com/docs/en/sandboxing,sandbox.credentials unsets listed environment variables and denies listed credential files for sandboxed commands; CLAUDE_CODE_SUBPROCESS_ENV_SCRUB strips credentials from all subprocesses,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-least-privilege-agent-access,pattern,D7,D7 Security & safety,d2,D7.md,239,2390,https://platform.claude.com/docs/en/agents-and-tools/tool-use/computer-use-tool,Dedicated VM or container with minimal privileges; avoid giving access to sensitive data; allowlist of domains; human confirmation for consequential decisions,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-hook-vs-permission-rule-precedence,pattern,D7,D7 Security & safety,d2,D7.md,240,2400,https://code.claude.com/docs/en/permissions,"PreToolUse hooks run before the permission prompt; hook decisions don't override deny and ask rules (a matching deny blocks and a matching ask still prompts even when the hook returned allow), preserving deny-first precedence including managed deny rules; a hook exiting 2 stops the call before permission rules so the block applies even with an allow rule; pattern: add Bash to allow and register a PreToolUse hook that rejects specific commands; managed settings cannot be overridden by any level",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-hook-vs-permission-rule-precedence,pattern,D7,D7 Security & safety,d2,D7.md,240,2400,https://code.claude.com/docs/en/hooks-guide,PreToolUse hooks fire before any permission-mode check in every mode; permissionDecision deny blocks even in the prompt-skipping mode; a hook allow doesn't override deny rules from settings; hooks can tighten but not loosen,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-reset-vs-retry-after-refusal,pattern,D7,D7 Security & safety,d2,D7.md,241,2410,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/handle-streaming-refusals,"Reset context after refusal: remove or rephrase the triggering turn or clear history, continuing without reset gives continued refusals; alternatively retry on a different Claude model via server-side fallback, SDK middleware or manual retry; pass the fallback credit token on manual retries so the prompt-cache cost is not paid twice; provide custom user messaging; track refusal patterns; a refused batch request returns as a succeeded result with stop_reason refusal",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-guardrail-layering-chain,pattern,D7,D7 Security & safety,d3,D7.md,242,2420,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Advanced: chain safeguards, multilayered protection example for a financial advisor chatbot (directives, harmlessness_screen tool, structured boolean); layering harmlessness screens, input validation, prompt engineering, repeat-offender handling, tool_result isolation, output screening, least privilege, monitoring",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-guardrail-layering-chain,pattern,D7,D7 Security & safety,d3,D7.md,242,2420,https://platform.claude.com/docs/en/about-claude/use-case-guides/content-moderation,All Claude models are trained with built-in safety behaviors and may moderate content deemed particularly dangerous in line with the Acceptable Use Policy regardless of the prompt used; review the AUP before building moderation; Haiku 4.5 recommended for moderation; risk levels 0-3 with human review of medium-risk cases,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,A: 'Usage Policy' -> 'Acceptable Use Policy' to match the cited page
ccdvf-guardrail-layering-chain,pattern,D7,D7 Security & safety,d3,D7.md,242,2420,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/reduce-prompt-leak,"Post-processing filters on outputs (regex, keyword filtering, prompted LLM) and regular audits",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-tool-description-quality,concept,D8,D8 Tools & MCP,d1,D8.md,243,2430,https://platform.claude.com/docs/en/agents-and-tools/tool-use/define-tools,Descriptions are 'by far the most important factor' in tool performance; aim for at least 3–4 sentences covering what/when (and when not)/each parameter/caveats such as what it does not return; get_stock_price good vs poor description examples; input_examples secondary to descriptions,2026-09-21,check-D8,"verified, no change"
ccdvf-tool-use-contract,concept,D8,D8 Tools & MCP,d1,D8.md,244,2440,https://platform.claude.com/docs/en/agents-and-tools/tool-use/how-tool-use-works,"Model never executes; emits structured tool_use, your code or Anthropic's servers run it, result flows back; regex-to-extract-a-decision smell; when not to use tools: answerable from training, one-shot no side effects, latency dominates",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-definition-fields,concept,D8,D8 Tools & MCP,d1,D8.md,245,2450,https://platform.claude.com/docs/en/agents-and-tools/tool-use/define-tools,"name regex ^[a-zA-Z0-9_-]{1,128}$; description; input_schema JSON Schema; input_examples optional, each validated (invalid → 400), not on server tools or computer/browser toolsets, ~20–50 tokens simple / ~100–200 complex",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-tools-resources-prompts,concept,D8,D8 Tools & MCP,d1,D8.md,246,2460,https://modelcontextprotocol.io/docs/learn/server-concepts,"Tools model-controlled (tools/list, tools/call); resources application-controlled read-only with URIs (resources/list, resources/read, resources/templates/list); prompts user-controlled explicit invocation e.g. slash commands (prompts/list, prompts/get); database example schema as resource",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-host-client-server,concept,D8,D8 Tools & MCP,d1,D8.md,247,2470,https://modelcontextprotocol.io/docs/learn/architecture,"Host creates one MCP client per server, dedicated connection; VS Code + Sentry + filesystem example; local stdio servers typically serve a single client, remote Streamable HTTP servers typically serve many; 'server' regardless of where it runs",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-two-layers-jsonrpc,concept,D8,D8 Tools & MCP,d1,D8.md,248,2480,https://modelcontextprotocol.io/docs/learn/architecture,"Data layer (inner) = JSON-RPC 2.0, discovery, tools/resources/prompts, client features (elicitation), notifications; transport layer (outer) = connection, framing, auth; stdio transport (local, no network overhead) and Streamable HTTP (HTTP POST + optional SSE, bearer tokens, API keys, custom headers, OAuth recommended)",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-discovery-and-calls,concept,D8,D8 Tools & MCP,d2,D8.md,249,2490,https://modelcontextprotocol.io/docs/learn/architecture,"As of protocol 2026-07-28: _meta carries protocolVersion and clientCapabilities on every request; server/discover returns supportedVersions, capabilities (tools listChanged), serverInfo, cacheable (ttlMs); tools/list returns name/title/description/inputSchema; tools/call name+arguments returns content array; subscriptions/listen with toolsListChanged → notifications/tools/list_changed (no id); client re-runs tools/list",2026-09-21,check-D8,"CODE: tools/call example now carries the _meta block (protocolVersion, clientCapabilities) that the A: says every 2026-07-28 request must include; matches the architecture page example"
ccdvf-mcp-discovery-and-calls,concept,D8,D8 Tools & MCP,d2,D8.md,249,2490,https://modelcontextprotocol.io/docs/learn/server-concepts,"Method tables: tools/list, tools/call, resources/list, resources/templates/list, resources/read, prompts/list, prompts/get",2026-09-21,check-D8,"CODE: tools/call example now carries the _meta block (protocolVersion, clientCapabilities) that the A: says every 2026-07-28 request must include; matches the architecture page example"
ccdvf-when-not-to-use-tools,concept,D8,D8 Tools & MCP,d1,D8.md,250,2500,https://platform.claude.com/docs/en/agents-and-tools/tool-use/how-tool-use-works,"Tools fit: side effects, fresh/external data, guaranteed-shape structured output, calling existing systems; do not fit: answerable from training (summarization, translation, general knowledge), one-shot Q&A with no side effects, latency of round trip dominates trivial response",2026-09-21,check-D8,"verified, no change"
ccdvf-anthropic-schema-tools-trained-in,concept,D8,D8 Tools & MCP,d1,D8.md,251,2510,https://platform.claude.com/docs/en/agents-and-tools/tool-use/how-tool-use-works,"Anthropic-schema client tools memory, bash, text_editor, computer, browser: Anthropic publishes schema, your app executes; trained-in schemas → more reliable calls and better error recovery than custom equivalents",2026-09-21,check-D8,"verified, no change"
ccdvf-anthropic-schema-tools-trained-in,concept,D8,D8 Tools & MCP,d1,D8.md,251,2510,https://platform.claude.com/docs/en/agents-and-tools/tool-use/bash-tool,"bash_20250124 name bash, schema-less: no input_schema, schema built into the model",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-consolidation-principle,concept,D8,D8 Tools & MCP,d1,D8.md,252,2520,https://www.anthropic.com/engineering/writing-tools-for-agents,Consolidate: schedule_event instead of list_users/list_events/create_event; search_logs instead of read_logs; avoid wrapping every API endpoint; too many or overlapping tools distract agents,2026-09-21,check-D8,"verified, no change"
ccdvf-tool-consolidation-principle,concept,D8,D8 Tools & MCP,d1,D8.md,252,2520,https://platform.claude.com/docs/en/agents-and-tools/tool-use/define-tools,"Consolidate related operations into fewer tools with an action parameter (create_pr/review_pr/merge_pr example); fewer, more capable tools reduce selection ambiguity",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-namespacing,concept,D8,D8 Tools & MCP,d1,D8.md,253,2530,https://www.anthropic.com/engineering/writing-tools-for-agents,"Namespacing by service and resource (asana_search, jira_search, asana_projects_search, asana_users_search); prefix vs suffix placement can have meaningful effects on evals, test both; unambiguous parameter names user_id not user",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-namespacing,concept,D8,D8 Tools & MCP,d1,D8.md,253,2530,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,"Consistent namespacing so one search matches the whole group; system prompt section 'You can search for tools to interact with Slack, GitHub, and Jira'",2026-09-21,check-D8,"verified, no change"
ccdvf-high-signal-tool-responses,concept,D8,D8 Tools & MCP,d1,D8.md,254,2540,https://www.anthropic.com/engineering/writing-tools-for-agents,"Return high-signal information; semantic identifiers over UUIDs improves precision; response_format enum concise/detailed, Slack example 206 vs 72 tokens; pagination/filtering/truncation with sensible defaults; response structure (XML/JSON/Markdown) affects performance",2026-09-21,check-D8,"verified, no change"
ccdvf-high-signal-tool-responses,concept,D8,D8 Tools & MCP,d1,D8.md,254,2540,https://platform.claude.com/docs/en/agents-and-tools/tool-use/define-tools,"Design tool responses to return only high-signal information; semantic stable identifiers (slugs, UUIDs) rather than opaque internal references; only fields Claude needs",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-error-messages-as-interface,concept,D8,D8 Tools & MCP,d1,D8.md,255,2550,https://www.anthropic.com/engineering/writing-tools-for-agents,Errors should be helpful and actionable rather than opaque codes or tracebacks; steer agents toward targeted searches instead of one broad search; guide to correctly formatted inputs,2026-09-21,check-D8,"verified, no change"
ccdvf-tool-error-messages-as-interface,concept,D8,D8 Tools & MCP,d1,D8.md,255,2550,https://platform.claude.com/docs/en/agents-and-tools/tool-use/handle-tool-calls,Write instructive error messages (e.g. 'Rate limit exceeded. Retry after 60 seconds.'); is_error: true on tool_result,2026-09-21,check-D8,"verified, no change"
ccdvf-skill-progressive-disclosure,concept,D8,D8 Tools & MCP,d1,D8.md,256,2560,https://platform.claude.com/docs/en/agents-and-tools/agent-skills/overview,"Level 1 metadata always loaded ~100 tokens per Skill; Level 2 SKILL.md body when triggered, under 5k tokens; Level 3 resources/scripts as needed, none until accessed; scripts run via bash, only output enters context; pdf-processing example with FORMS.md not read when not needed",2026-09-21,check-D8,"verified, no change"
ccdvf-skill-md-required-fields,concept,D8,D8 Tools & MCP,d2,D8.md,257,2570,https://platform.claude.com/docs/en/agents-and-tools/agent-skills/overview,"Required name and description; name max 64 chars lowercase letters/numbers/hyphens, no XML tags, no reserved words anthropic/claude; description non-empty, max 1024 chars, no XML tags, must say what and when",2026-09-21,check-D8,"verified, no change"
ccdvf-server-tool-use-block,concept,D8,D8 Tools & MCP,d1,D8.md,258,2580,https://platform.claude.com/docs/en/agents-and-tools/tool-use/server-tools,server_tool_use id prefix srvtoolu_; result block (e.g. web_search_tool_result) follows in same assistant turn paired by tool_use_id; no tool_result needed; mixed turn leaves server_tool_use without result,2026-09-21,check-D8,"A: ""the only time a server_tool_use arrives without its result is a mixed turn"" corrected: a pause_turn response can also end with an unrun server_tool_use (server-tools page); both cases named"
ccdvf-server-tool-use-block,concept,D8,D8 Tools & MCP,d1,D8.md,258,2580,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,Never return a tool_result for a srvtoolu_ id: the API rejects the request,2026-09-21,check-D8,"A: ""the only time a server_tool_use arrives without its result is a mixed turn"" corrected: a pause_turn response can also end with an unrun server_tool_use (server-tools page); both cases named"
ccdvf-agent-sdk-inprocess-mcp,concept,D8,D8 Tools & MCP,d2,D8.md,259,2590,https://code.claude.com/docs/en/agent-sdk/custom-tools,"@tool / tool() with name, description, schema (dict of types or JSON Schema in Python; Zod in TS), async handler returning content array (+ is_error, structuredContent); create_sdk_mcp_server runs in-process; mcp_servers option; name mcp__{server_name}__{tool_name}; allowed_tools incl. wildcard mcp__weather__*",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-tool-naming-claude-code,concept,D8,D8 Tools & MCP,d1,D8.md,260,2600,https://code.claude.com/docs/en/mcp,"mcp__<server-name>__<tool-name>; plugin servers mcp__plugin_<plugin>_<server>__<tool>; use full names in permission rules, Skill allowed-tools, subagent tools, hook matchers",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-tool-naming-claude-code,concept,D8,D8 Tools & MCP,d1,D8.md,260,2600,https://code.claude.com/docs/en/permissions,mcp__puppeteer matches any tool from server; mcp__puppeteer__* wildcard; mcp__puppeteer__puppeteer_navigate specific tool; allow rules require literal mcp__<server>__ prefix; deny/ask accept mcp__* glob,2026-09-21,check-D8,"verified, no change"
ccdvf-parallel-tool-calls-execution,concept,D8,D8 Tools & MCP,d1,D8.md,261,2610,https://platform.claude.com/docs/en/agents-and-tools/tool-use/parallel-tool-use,"API prescribes no execution order (concurrent, sequential, mixed); one tool_result per tool_use all in one user message, before any text; separate user messages per result reduces parallel tool use; Claude 4+ parallel by default; system prompt to increase parallelism",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-choice-modes,feature,D8,D8 Tools & MCP,d2,D8.md,262,2620,https://platform.claude.com/docs/en/agents-and-tools/tool-use/define-tools,"tool_choice auto (default with tools) / any / tool / none (default without tools); any and tool prefill so no text before tool_use; any/tool unsupported with manual thinking (enabled) and return 400 on Fable 5.1 / Mythos 5.1; any + strict guarantee; changing tool_choice invalidates cached message blocks, tools and system remain cached",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-search-threshold,feature,D8,D8 Tools & MCP,d2,D8.md,263,2630,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,"Use when ≥10 tools, definitions >10k tokens, accuracy drops, 200+ MCP tools; standard when <10 tools or <100 tokens; regex 20251119 (Python re.search, 200 chars) and bm25 20251119 (500 chars); at least one non-deferred tool else 400; deferred definitions still sent; up to 5 tool_reference per search, limit 1–10,000; max 10,000 deferred; ~55k tokens multiserver reduced >85%; accuracy degrades past 30–50 tools; keep 3–5 hot tools non-deferred",2026-09-21,check-D8,"verified, no change"
ccdvf-strict-tool-use,feature,D8,D8 Tools & MCP,d2,D8.md,264,2640,https://platform.claude.com/docs/en/agents-and-tools/tool-use/strict-tool-use,strict: true grammar-constrained sampling; input matches schema and name always valid; passengers '2' vs 2 example; additionalProperties: false; rejected on computer_toolset_20260801 and browser_toolset_20260801; schemas cached up to 24 hours since last use; no PHI in schema property names/enum/const/pattern,2026-09-21,check-D8,"USAGE: ""costs nothing at call time"" (unsupported) replaced with the documented fact that compiled schemas are cached up to 24 hours since last use"
ccdvf-strict-tool-use,feature,D8,D8 Tools & MCP,d2,D8.md,264,2640,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-reference,strict available on all tools except mcp_toolset and the two client toolsets,2026-09-21,check-D8,"USAGE: ""costs nothing at call time"" (unsupported) replaced with the documented fact that compiled schemas are cached up to 24 hours since last use"
ccdvf-strict-tool-use,feature,D8,D8 Tools & MCP,d2,D8.md,264,2640,https://platform.claude.com/docs/en/agents-and-tools/tool-use/programmatic-tool-calling,Tools with strict: true are not supported with programmatic calling,2026-09-21,check-D8,"USAGE: ""costs nothing at call time"" (unsupported) replaced with the documented fact that compiled schemas are cached up to 24 hours since last use"
ccdvf-tool-result-block-shape,feature,D8,D8 Tools & MCP,d2,D8.md,265,2650,https://platform.claude.com/docs/en/agents-and-tools/tool-use/handle-tool-calls,"tool_result fields tool_use_id, content optional (string, or blocks text/image/document/search_result), is_error optional; empty result example; computer/browser member results must echo toolset_name and hold only text/image (+ browser_state); untrusted content belongs in tool_result not system or bare user text",2026-09-21,check-D8,"verified, no change"
ccdvf-disable-parallel-tool-use,feature,D8,D8 Tools & MCP,d1,D8.md,266,2660,https://platform.claude.com/docs/en/agents-and-tools/tool-use/parallel-tool-use,"disable_parallel_tool_use inside tool_choice object, not top-level; auto → at most one tool call, may answer in text; any/tool → exactly one; parallel on by default",2026-09-21,check-D8,"verified, no change"
ccdvf-disable-parallel-tool-use,feature,D8,D8 Tools & MCP,d1,D8.md,266,2660,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-use-with-prompt-caching,Changing disable_parallel_tool_use invalidates the messages cache,2026-09-21,check-D8,"verified, no change"
ccdvf-disable-parallel-tool-use,feature,D8,D8 Tools & MCP,d1,D8.md,266,2660,https://platform.claude.com/docs/en/agents-and-tools/tool-use/programmatic-tool-calling,disable_parallel_tool_use: true not supported with programmatic calling,2026-09-21,check-D8,"verified, no change"
ccdvf-web-search-tool-params,feature,D8,D8 Tools & MCP,d2,D8.md,267,2670,https://platform.claude.com/docs/en/agents-and-tools/tool-use/web-search-tool,"Versions web_search_20250305 / 20260209 (dynamic filtering, allowed_callers defaults to code_execution_20260120) / 20260318 (response_inclusion); max_uses, allowed_domains XOR blocked_domains (both → 400), user_location type approximate with city/region/country/timezone; errors return HTTP 200 with web_search_tool_result_error codes (max_uses_exceeded, too_many_requests, invalid_tool_input, query_too_long, request_too_large, unavailable); empty content list on no results; $10 per 1,000 searches; failed searches not billed; citations always enabled, cited_text up to 150 chars; encrypted_content must be passed back or 400; simple queries 1–3 searches, comparisons 10+",2026-09-21,check-D8,"verified, no change"
ccdvf-web-search-tool-params,feature,D8,D8 Tools & MCP,d2,D8.md,267,2670,https://platform.claude.com/docs/en/agents-and-tools/tool-use/server-tools,"Domain filtering: no scheme, subdomains included, subpaths supported for web search, allowed or blocked not both",2026-09-21,check-D8,"verified, no change"
ccdvf-web-fetch-url-validation,feature,D8,D8 Tools & MCP,d2,D8.md,268,2680,https://platform.claude.com/docs/en/agents-and-tools/tool-use/web-fetch-tool,"Only URLs previously in conversation: user messages, client-side tool results (even echoing Claude's text), prior web search/fetch results; not system prompt or Claude's own output → url_not_in_prior_context; max_uses (failed count, no default), max_content_tokens (text not binary), citations off by default, use_cache false on 20260309+; PDFs base64; JavaScript-rendered sites unsupported; url_too_long at 250 chars; no additional charge; ~2,500 tokens per 10 kB page, ~25,000 per 100 kB, ~125,000 per 500 kB PDF",2026-09-21,check-D8,"verified, no change"
ccdvf-code-execution-tool-facts,feature,D8,D8 Tools & MCP,d2,D8.md,269,2690,https://platform.claude.com/docs/en/agents-and-tools/tool-use/code-execution-tool,"Versions code_execution_20250825 / 20260120 (REPL persistence + programmatic tool calling) / 20260521 (90-second per-cell limit documented); no beta header; sub-tools bash_code_execution and text_editor_code_execution; Python 3.11, Linux x86_64, 1 CPU, 5 GiB RAM, 5 GiB disk, no internet; new container per request unless container id passed; ~5 min idle checkpoint; expire 30 days after creation; $OUTPUT_DIR capture; 1,550 free hours/month then $0.05 per hour per container, 5-minute minimum; free with web_search_20260209 / web_fetch_20260209 or later; not on Bedrock or Google Cloud; ZDR not eligible",2026-09-21,check-D8,"verified, no change"
ccdvf-programmatic-tool-calling,feature,D8,D8 Tools & MCP,d2,D8.md,270,2700,https://platform.claude.com/docs/en/agents-and-tools/tool-use/programmatic-tool-calling,"allowed_callers ['code_execution_20260120']; requires code_execution_20260120+; tools exposed as async Python functions; caller field {type: code_execution_20260120, tool_id: srvtoolu_...}; stop_reason tool_use + container id; continuation: only tool_result blocks, container id required while pending, same tools array; intermediate results not loaded into context; ~4 minute timeout (TimeoutError after 270s example); not with strict, tool_choice forcing, disable_parallel_tool_use, MCP connector tools, computer/browser toolsets; BrowseComp/DeepSearchQA +11% with 24% fewer input tokens",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-connector-request-shape,feature,D8,D8 Tools & MCP,d2,D8.md,271,2710,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,"Beta header mcp-client-2025-11-20; mcp_servers entries type url (only), url must start https://, name unique referenced by exactly one mcp_toolset, authorization_token optional (OAuth handled by API consumer); tools mcp_toolset with mcp_server_name, default_config, configs, cache_control; mcp_tool_use (mcptoolu_ id, server_name) and mcp_tool_result (is_error, content); only tool calls supported; Streamable HTTP and SSE, no stdio; ZDR not eligible; Claude API (beta), Claude Platform on AWS (beta), Microsoft Foundry (beta); not on Amazon Bedrock or Google Cloud",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-toolset-allowlist-denylist,feature,D8,D8 Tools & MCP,d2,D8.md,272,2720,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,"Allowlist: default_config enabled false + configs enabled true; denylist: configs enabled false, recommended for read-only assistants / human confirmation; merge precedence configs > default_config > system defaults (enabled true, defer_loading false); unknown tool names in configs log warning no error; each server referenced by exactly one toolset",2026-09-21,check-D8,"verified, no change"
ccdvf-claude-mcp-add-transports,feature,D8,D8 Tools & MCP,d1,D8.md,273,2730,https://code.claude.com/docs/en/mcp,"claude mcp add --transport http <name> <url> --header 'Authorization: Bearer ...'; --transport stdio <name> --env KEY=VALUE -- <command> [args]; -- separates Claude options from server command; SSE deprecated; ${VAR} and ${VAR:-default} expansion in command, args, env, url, headers; scopes local (default, ~/.claude.json under project path), project (.mcp.json, shared via version control), user (~/.claude.json, all projects); precedence local > project > user > plugin > claude.ai connectors",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-output-token-limit,feature,D8,D8 Tools & MCP,d2,D8.md,274,2740,https://code.claude.com/docs/en/mcp,"Warning threshold 10,000 tokens; default max 25,000 tokens; MAX_MCP_OUTPUT_TOKENS env var; over-limit text results saved to session tool-results directory under ~/.claude/projects/ and replaced by file reference; _meta['anthropic/maxResultSizeChars'] in tools/list entry raises per-tool threshold up to 500,000 chars, independent of env var; image results still subject to token limit",2026-09-21,check-D8,"verified, no change"
ccdvf-bash-tool-client-session,feature,D8,D8 Tools & MCP,d1,D8.md,275,2750,https://platform.claude.com/docs/en/agents-and-tools/tool-use/bash-tool,"bash_20250124 name bash, schema-less, no beta header; input command (required unless restart) and restart: true; app keeps one bash process alive, state persists; stdout+stderr returned together; restart kills and relaunches; no interactive commands (vim, less, password prompts); API does not truncate tool results, oversized request rejected, truncate yourself; security: isolated container/VM, least-privileged user, treat commands as untrusted, allowlist not blocklist, ulimit resource limits, log commands, redact secrets; timeouts kill shell and process group; definition adds 325 tokens on Opus 5/4.8/4.7, 244 on Opus 4.6/Sonnet 4.6 and earlier",2026-09-21,check-D8,"verified, no change"
ccdvf-text-editor-tool-commands,feature,D8,D8 Tools & MCP,d1,D8.md,276,2760,https://platform.claude.com/docs/en/agents-and-tools/tool-use/text-editor-tool,"text_editor_20250728 for Claude 4 and later, name str_replace_based_edit_tool, schema-less; commands view (path, view_range 1-indexed, -1 end; directories list), str_replace (old_str exact match, new_str), create (path, file_text), insert (insert_line 0 = beginning, insert_text); max_characters only 20250728+; line numbers essential for view_range/insert_line; errors via is_error: file not found, multiple matches ('Found 3 matches...'), no match, permission denied; security: path traversal validation, backups, unique matching",2026-09-21,check-D8,"verified, no change"
