uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes,fragment,in_deck
aws-aurora-vs-dynamodb-choice,concept+pattern,partial,https://aws.amazon.com/rds/aurora/pricing/ | https://aws.amazon.com/dynamodb/pricing/on-demand/,"Aurora Standard storage 'billed in per GB-month increments' ($0.10/GB-month), I/O per million requests; Aurora I/O-Optimized: zero I/O charges, cost-effective 'if your I/O spend exceeds 25% of your total Aurora database spend'; DynamoDB Standard storage $0.25 per GB-month, per-request pricing. Merges rows 155 (aws-d4-database-types-relational-vs-nosql-cost) + 159 (aws-d4-pat-relational-vs-nonrelational-cost).",2026-09-21,check-B3f,"No text change. Verified: I/O-Optimized 'if your I/O spend exceeds 25%', 0.5 ACU increments, storage per GB-month (rds/aurora/pricing); auto-pause = min capacity 0 ACUs, no instance charge while paused (aurora-serverless-v2-auto-pause.html); DynamoDB $0.25/GB-month, per-request (dynamodb pricing).",B3f.md,no: alternate replacement block not used
aws-rds-backups-snapshots-pitr,pattern,partial,https://aws.amazon.com/rds/faqs/ | https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_WorkingWithAutomatedBackups.html | https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_ExportSnapshot.html | https://aws.amazon.com/rds/mysql/pricing/,"Free backup storage up to total provisioned DB storage per Region; retention up to 35 days; snapshots after the first are incremental; automated backups deleted with instance unless retained, manual snapshots independent; moving a snapshot to another Region adds backup storage there; snapshot export to S3 in Apache Parquet, queryable via Athena/Redshift Spectrum, export priced $0.013 per GB of snapshot (MySQL page). Backlog row 157 (uid aws-d4-pat-rds-backup-storage-billing).",2026-09-21,check-B3f,"No text change. Verified: 'RDS uploads transaction logs for DB instances to Amazon S3 every five minutes' (USER_PIT.html); snapshots after the first are incremental, automated backups deleted with instance unless retained, manual snapshots independent, cross-Region copy adds backup storage there (USER_WorkingWithAutomatedBackups.html); free backup storage up to provisioned storage, 35 days (rds/faqs).",B3f.md,yes
aws-site-to-site-vpn-vs-direct-connect,concept+pattern,partial,https://aws.amazon.com/vpn/pricing/ | https://aws.amazon.com/directconnect/pricing/,"Site-to-Site VPN $0.05 per connection-hour (1.25 Gbps), data transfer out first 100 GB free then $0.09/GB; Direct Connect dedicated ports 1 Gbps $0.30/h, 10 Gbps $2.25/h, 100 Gbps $22.50/h, 400 Gbps $85.00/h; hosted 50 Mbps-25 Gbps; DTO example $0.02/GB (US East Ohio to Columbus); data transfer in $0.00. Merges rows 160 (aws-d4-network-connectivity-cost) + 163 (aws-d4-pat-dx-vs-vpn-vs-internet-pricing).",2026-09-21,check-B3f,"A: https://aws.amazon.com/vpn/pricing/ now lists a 5 Gbps Site-to-Site VPN connection at $0.60/hour beside the 1.25 Gbps $0.05/hour connection; 'capped at 1.25 Gbps per tunnel' rewritten as '1.25 Gbps per tunnel on the standard size' plus the 5 Gbps price. DX 1/10/100/400 Gbps dedicated ($0.30/h for 1 Gbps, $85/h for 400), hosted 50 Mbps-25 Gbps, DTI $0.00, DTO $0.02/GB US-US confirmed (https://aws.amazon.com/directconnect/pricing/).",B3f.md,no: alternate replacement block not used
aws-vpc-peering-vs-transit-gateway,concept+pattern,partial,https://aws.amazon.com/transit-gateway/pricing/ | https://aws.amazon.com/vpc/pricing/,"Transit Gateway $0.05 per VPC attachment-hour, $0.02 per GB processed (US East Ohio), peering-attachment traffic not charged data processing; VPC peering: same-AZ data transfer free, cross-AZ $0.01/GB in each direction; no hourly peering fee. Merges rows 161 (aws-d4-network-routing-topology-peering-cost) + 166 (aws-d4-pat-vpc-peering-vs-tgw-pricing).",2026-09-21,check-B3f,"No text change. Verified: TGW $0.05 per VPC attachment-hour, $0.02/GB, peering attachments not charged data processing (transit-gateway/pricing); peering no hourly fee, same-AZ free, cross-AZ $0.01/GB each direction (vpc/pricing).",B3f.md,no: alternate replacement block not used
aws-route53-alias-vs-cname,concept,partial,https://aws.amazon.com/route53/pricing/ | https://aws.amazon.com/global-accelerator/pricing/,"Hosted zone $0.50/month (first 25); standard queries $0.40 per million (first 1B); alias queries to ELB, CloudFront, API Gateway, S3 website endpoints, VPC endpoints etc. free; health checks $0.50/month AWS endpoint, $0.75 non-AWS; Resolver endpoint $0.125 per ENI-hour; Global Accelerator $0.025 per accelerator-hour fixed fee (checked; not used in the final card for length). Backlog row 162 (uid aws-d4-network-services-dns-cost). d1 kept.",2026-09-21,check-B3f,A: https://aws.amazon.com/route53/pricing/ gives 50 free health checks for AWS endpoints in the same account before $0.50/month each; 'Health checks add $0.50 a month each' corrected to 'beyond 50 free ones on AWS endpoints'; trimmed three phrases to stay at 120 words. Alias TTL rule ('you can't set the TTL; Route 53 uses the default TTL for the resource') and apex CNAME prohibition confirmed (https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/resource-record-sets-choosing-alias-non-alias.html).,B3f.md,yes
aws-api-gateway-caching-and-throttling,pattern,partial,https://docs.aws.amazon.com/apigateway/latest/developerguide/api-gateway-request-throttling.html | https://docs.aws.amazon.com/waf/latest/developerguide/waf-rule-statement-type-rate-based.html | https://docs.aws.amazon.com/lambda/latest/dg/configuration-concurrency.html,"Throttle order: usage-plan per-client/per-method, per-method stage, account per Region, AWS Regional; 429 Too Many Requests; limits are best-effort targets. WAF rate-based rule counts and rate-limits requests over an evaluation window with a request limit. Lambda reserved concurrency sets max (and min) concurrent instances, throttles beyond it, 'incurs no additional charges'; provisioned concurrency is charged. Backlog row 164 (uid aws-d4-pat-throttling-strategy).",2026-09-21,check-B3f,"No text change. Verified: stage cache, GET only by default, charged hourly (api-gateway-caching.html); usage plan = API key + rate/burst/quota, 'not hard limits ... best-effort', 'Don't use API keys for authentication or authorization' (api-gateway-api-usage-plans.html); reserved concurrency 'incurs no additional charges', provisioned concurrency charged (configuration-concurrency.html).",B3f.md,no: alternate replacement block not used
aws-nat-gateway-cost-vs-vpc-endpoint,pattern,partial,https://aws.amazon.com/vpc/pricing/ | https://aws.amazon.com/privatelink/pricing/ | https://docs.aws.amazon.com/whitepapers/latest/building-scalable-secure-multi-vpc-network-infrastructure/centralized-access-to-vpc-private-endpoints.html,"NAT Gateway $0.045/hour + $0.045/GB processed; gateway endpoints no hourly or data processing charge; interface endpoint data processing $0.01/GB first 1 PB, $0.01 per AZ-hour (hourly figure confirmed via AWS search result quoting the pricing page example '720 hours * $0.01/AZ/hr'); whitepaper: per-VPC interface endpoints 'cost prohibitive', centralize in one VPC via Transit Gateway + manually created Route 53 private hosted zone. Backlog row 165 (uid aws-d4-pat-vpc-endpoints-cost).",2026-09-21,check-B3f,"No text change. Verified: NAT $0.045/h + $0.045/GB (vpc/pricing); gateway endpoint 'no additional charge', not usable over VPN, peering, transit gateway or Direct Connect, Region-only (vpc-endpoints-s3.html); interface endpoint $0.01 per AZ-hour + $0.01/GB first 1 PB (privatelink/pricing).",B3f.md,yes
aws-cost-explorer-budgets-cur,service,partial,https://docs.aws.amazon.com/cost-management/latest/userguide/ce-what-is.html | https://docs.aws.amazon.com/cost-management/latest/userguide/ce-modify.html | https://aws.amazon.com/aws-cost-management/aws-cost-explorer/pricing/ | https://docs.aws.amazon.com/cost-management/latest/userguide/budgets-managing-costs.html | https://docs.aws.amazon.com/cost-management/latest/userguide/budgets-controls.html | https://aws.amazon.com/aws-cost-management/aws-budgets/pricing/ | https://docs.aws.amazon.com/cur/latest/userguide/what-is-cur.html | https://docs.aws.amazon.com/cur/latest/userguide/what-is-data-exports.html,"Cost Explorer: 'up to the last 13 months', 'forecast ... for the next 18 months' (docs confirm 18, NOT 12 as backlog s3 suspected; +18M forecast option on monthly granularity), RI purchase recommendations, UI free, $0.01 per paginated API request, hourly granularity opt-in for previous 14 days at $0.01 per 1,000 usage records/month. Budgets: cost/usage/RI utilization/RI coverage/SP utilization/SP coverage types, email + SNS, 'updated up to three times a day', actions = IAM policy, SCP, target EC2/RDS instances, automatic or after approval; first two action-enabled budgets free then $0.10/day each, monitoring without actions free. CUR: hourly/daily/monthly line items to your S3 bucket, updated up to 3x/day, Athena/Redshift/QuickSight integration, savingsPlan columns; CUR 2.0 in Data Exports is the recommended replacement. Merges rows 167 (aws-svc-budgets) + 168 (aws-svc-cost-and-usage-report) + 169 (aws-svc-cost-explorer).",2026-09-21,check-B3f,"No text change. Verified: 'up to the last 13 months', 'forecast ... for the next 18 months', $0.01 per paginated API request, hourly granularity opt-in for previous 14 days (ce-what-is.html, ce-modify.html +18M); Budgets 'updated up to three times a day', email + SNS, first two action-enabled budgets free then $0.10/day (budgets-managing-costs.html, budgets/pricing).",B3f.md,yes
aws-datasync-vs-transfer-family,service,partial,https://aws.amazon.com/aws-transfer-family/pricing/ | https://docs.aws.amazon.com/transfer/latest/userguide/what-is-aws-transfer-family.html | https://docs.aws.amazon.com/transfer/latest/userguide/custom-idp-intro.html,"Transfer Family $0.30 hourly per enabled protocol (SFTP/FTPS/FTP), $0.04/GB uploaded or downloaded, AS2 $0.01/message first 100k; single-SFTP light-usage example $217.20/month; protocols SFTP, FTPS, FTP, AS2, browser web app; storage S3 or EFS; identity providers SERVICE_MANAGED, AWS_DIRECTORY_SERVICE, AWS_LAMBDA, API_GATEWAY (Okta etc.). Backlog row 170 (uid aws-svc-transfer-family). Difficulty kept d2 (card remains a two-service contrast; row's d1 was for a standalone service card).",2026-09-21,check-B3f,"No text change. Verified: $0.30 hourly per enabled protocol, $0.04/GB, example $217.20/month for one SFTP endpoint (aws-transfer-family/pricing); DataSync bandwidth limit 'for a running or queued task execution' via UpdateTaskExecution, effective within 60 s (datasync configure-bandwidth.html).",B3f.md,no: alternate replacement block not used
aws-control-tower-new-landing-zone-mcq-11,mcq,new,https://docs.aws.amazon.com/controltower/latest/userguide/what-is-control-tower.html | https://docs.aws.amazon.com/controltower/latest/userguide/how-control-tower-works.html,"Landing zone = multi-account environment; three control kinds (preventive, detective, proactive) and three guidance categories (mandatory, strongly recommended, elective); Account Factory is a configurable account template built on Service Catalog provisioned products; Control Tower orchestrates Organizations, Service Catalog and IAM Identity Center; landing zone <= 3.3 creates Log Archive and Audit shared accounts in the Security OU; preventive controls not applied to the management account",2026-09-21,check-B4.1,A: 'creates the log archive and audit shared accounts' -> 'sets up (or enrolls) the shared log archive and audit accounts for CloudTrail and Config' (landing zone 4.0 no longer requires the Security OU; accounts for service integrations are created or enrolled),B4.1.md,yes
aws-identity-account-hub-roles-mcq-09,mcq,new,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_terms-and-concepts.html | https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html,Delegation = trust policy on the role in the trusting account + permissions policy in the trusted account allowing AssumeRole (two halves); assuming a role replaces the caller's own permissions for the session; trust policy cannot use a wildcard in a principal ARN; SCPs never grant permissions,2026-09-21,check-B4.1,"OPT d text + WHY: an AWS account's IAM users are not an Identity Center identity source (sources: Identity Center directory, Active Directory, external IdP); distractor now creates users in the Identity Center store with no permission sets, WHY explains both the missing assignments and that it replaces rather than fixes the hub-role model",B4.1.md,yes
aws-identity-center-with-ad-connector-mcq-16,mcq,new,https://docs.aws.amazon.com/directoryservice/latest/admin-guide/directory_ad_connector.html | https://docs.aws.amazon.com/singlesignon/latest/userguide/manage-your-identity-source-ad.html | https://docs.aws.amazon.com/directoryservice/latest/admin-guide/directory_simple_ad.html,"AD Connector is a directory gateway that redirects requests to on-premises AD without caching any information in the cloud; two sizes (small, large); supports RADIUS MFA; does not support transitive trusts; Identity Center accepts AD Connector or AWS Managed Microsoft AD residing in the management (or delegated admin) account; Identity Center does not support SAMBA 4-based Simple AD; no password information is synchronized to Identity Center; Managed Microsoft AD requires trust relationships for self-managed AD; Simple AD does not support trust relationships with other domains, MFA or IAM Identity Center, and is no longer open to new customers",2026-09-21,check-B4.1,WHY c: added 'is no longer open to new customers' (Simple AD availability notice),B4.1.md,yes
aws-managed-vs-inline-policy-choice-mcq-06,mcq,new,https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies_managed-vs-inline.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies-choosing-managed-or-inline.html,You cannot change the permissions defined in AWS managed policies; customer managed policies can be attached to many principals and updated centrally; IAM stores up to five versions of a customer managed policy for rollback; inline policies keep a strict one-to-one relationship and are deleted with the identity; inline policy change must be edited in each identity individually,2026-09-21,check-B4.1,,B4.1.md,yes
aws-protect-cloudtrail-org-wide-mcq-12,mcq,new,https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html | https://docs.aws.amazon.com/awscloudtrail/latest/userguide/creating-trail-organization.html | https://docs.aws.amazon.com/organizations/latest/APIReference/API_LeaveOrganization.html,"SCPs affect all users and roles in member accounts including the root user; SCPs do not affect the management account; SCPs never grant; organization trail created by management account or CloudTrail delegated administrator, copied into member accounts, logs to a single S3 bucket; member account users cannot delete organization trails, turn logging on/off or change them; LeaveOrganization is called from the member account and SCPs can prevent it",2026-09-21,check-B4.1,,B4.1.md,yes
aws-role-chaining-one-hour-limit-mcq-08,mcq,new,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_terms-and-concepts.html | https://docs.aws.amazon.com/STS/latest/APIReference/API_AssumeRole.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp_request.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_sts-comparison.html,Role chaining = using a role to assume a second role; limits session to a maximum of one hour regardless of MaxSessionDuration; DurationSeconds up to 43200 s (12 hours) depending on the role's maximum session duration; DurationSeconds > 1 hour in a chained AssumeRole fails; maximum session duration setting ranges 1 to 12 hours; AssumeRole credentials cannot call GetSessionToken; GetSessionToken is for an existing IAM user; STS comparison table: AssumeRole credentials 'Cannot call GetFederationToken or GetSessionToken'; GetSessionToken callable by IAM user or root only,2026-09-21,check-B4.1,,B4.1.md,yes
aws-service-principal-resource-policy-mcq-15,mcq,new,https://docs.aws.amazon.com/AmazonS3/latest/userguide/grant-destinations-permissions-to-s3.html | https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html | https://docs.aws.amazon.com/AmazonS3/latest/API/API_PutBucketNotificationConfiguration.html,"S3 publishes to SNS/SQS via a policy attached to the destination topic/queue allowing Principal Service s3.amazonaws.com with SNS:Publish / SQS:SendMessage; example uses aws:SourceArn (bucket ARN) and aws:SourceAccount (bucket owner) conditions; Lambda destination permission is set on the Lambda function; KMS-encrypted destination needs key policy allowing s3.amazonaws.com kms:GenerateDataKey and kms:Decrypt; SCPs never grant; PutBucketNotificationConfiguration sends a test message to the SNS/SQS destination and 'If the message fails, the entire PUT action will fail, and Amazon S3 will not add the configuration to your bucket'",2026-09-21,check-B4.1,"Q stem: 'configuration is already written, but a test upload produces no message' was impossible (S3 validates the destination and rejects the PUT); now 'S3 sends a test message, the test fails, and S3 rejects the configuration'. A: added the configuration-time validation sentence",B4.1.md,yes
aws-web-identity-federation-mobile-mcq-17,mcq,new,https://docs.aws.amazon.com/cognito/latest/developerguide/iam-roles.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_terms-and-concepts.html,Identity pools generate temporary AWS credentials tied to an authenticated or unauthenticated IAM role; trust policy principal Federated cognito-identity.amazonaws.com with sts:AssumeRoleWithWebIdentity and a required cognito-identity.amazonaws.com:aud condition (amr authenticated recommended); access policy example scopes s3:GetObject/PutObject to bucket/${cognito-identity.amazonaws.com:sub}/*; Identity Center users are the people in your workforce,2026-09-21,check-B4.1,"WHY c: removed the claim that per-user scoping 'still needs the identity pool's sub variable' (direct OIDC federation has its own provider sub variables); now says Google issues an OIDC token not a SAML assertion, so AssumeRoleWithSAML has nothing to consume, and the app would broker tokens and refresh credentials itself",B4.1.md,yes
aws-alb-only-public-tier-mcq-25,mcq,new,https://docs.aws.amazon.com/vpc/latest/userguide/vpc-example-private-subnets-nat.html,"Reference architecture: servers in private subnets receive requests through the load balancer, NAT gateway in each public subnet (one per AZ) for outbound internet, public subnet route 0.0.0.0/0 -> igw, private subnet route 0.0.0.0/0 -> nat-gateway; server security group allows listener and health-check traffic from the load balancer security group",2026-09-21,check-B4.1,"WHY c: the option moves instances to private subnets without public IPs, so the old WHY ('instances there with public addresses become reachable') did not match; now explains an IGW route makes the subnet public and an IGW only carries traffic for instances with a public IP, so either they become reachable again or still cannot patch",B4.1.md,yes
aws-encrypt-direct-connect-traffic-mcq-31,mcq,new,https://docs.aws.amazon.com/directconnect/latest/UserGuide/encryption-in-transit.html | https://docs.aws.amazon.com/directconnect/latest/UserGuide/MACsec.html | https://docs.aws.amazon.com/vpn/latest/s2svpn/private-ip-dx.html | https://docs.aws.amazon.com/directconnect/latest/UserGuide/WorkingWithVirtualInterfaces.html | https://docs.aws.amazon.com/vpn/latest/clientvpn-admin/what-is.html,"Direct Connect does not encrypt traffic in transit by default; Site-to-Site VPN over Direct Connect gives an IPsec-encrypted connection; MACsec is layer 2 point-to-point between customer router and Direct Connect location; MACsec supported on 10, 100 and 400 Gbps dedicated connections at selected PoPs and not supported on hosted connections; previously customers used a public VIF for VPN over Direct Connect (public IPs for VPN endpoints), private IP VPN uses a transit VIF; private VIF = VPC access via private IPs; Client VPN is a managed client-based VPN using an OpenVPN client",2026-09-21,check-B4.1,,B4.1.md,yes
aws-firewall-manager-enforce-waf-org-mcq-30,mcq,new,https://docs.aws.amazon.com/waf/latest/developerguide/fms-chapter.html | https://docs.aws.amazon.com/waf/latest/developerguide/fms-prereq.html,"Firewall Manager manages AWS WAF, Shield Advanced, VPC security groups and NACLs, Network Firewall and Route 53 Resolver DNS Firewall across accounts; set protections once and the service automatically applies them across accounts and resources as new ones are added; prerequisites: AWS Organizations, a Firewall Manager administrator account, AWS Config enabled",2026-09-21,check-B4.1,,B4.1.md,yes
aws-isolation-account-vs-vpc-vs-subnet-mcq-24,mcq,new,https://docs.aws.amazon.com/whitepapers/latest/organizing-your-aws-environment/benefits-of-using-multiple-aws-accounts.html | https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html,"Accounts establish security, access and billing boundaries that limit scope of impact; an account is the default means by which AWS costs are allocated; service quotas and API rate limits are per account; distinct security controls by environment via separate accounts; SCPs apply to member accounts and can be attached at OU level",2026-09-21,check-B4.1,"WHY d: removed 'account-level quotas apply in both Regions' (most service quotas are per Region); now IAM principals, SCP scope and one bill are shared across Regions",B4.1.md,yes
aws-nacl-ephemeral-ports-timeout-mcq-21,mcq,new,https://docs.aws.amazon.com/vpc/latest/userguide/custom-network-acl.html#nacl-ephemeral-ports | https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html,"Network ACLs are stateless (responses to allowed inbound traffic are not automatically allowed); custom NACL page: 'For every rule that you add, there must be an inbound or outbound rule that allows response traffic'; client chooses the ephemeral range: many Linux kernels (incl. Amazon Linux) 32768-61000, Elastic Load Balancing 1024-65535, Windows Server through 2003 1025-5000, Windows Server 2008 and later 49152-65535, NAT gateway 1024-65535, Lambda 1024-65535; 'to cover the different types of clients ... you can open ephemeral ports 1024-65535'; example rules use inbound 443 plus outbound ephemeral",2026-09-21,check-B4.1,"source_url replaced: nacl-ephemeral-ports.html does not exist (redirects to the VPC guide landing page); the section lives at custom-network-acl.html#nacl-ephemeral-ports. A: 'AWS recommends 1024-65535 because it covers Windows, Linux and macOS clients' -> actual doc ranges (Linux 32768-61000, Windows Server 2008+ 49152-65535, ELB/NAT gateway/Lambda 1024-65535); the earlier fact_checked OS ranges (incl. macOS) were not on the page",B4.1.md,yes
aws-s3-lock-to-vpc-endpoint-mcq-14,mcq,new,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-s3.html | https://docs.aws.amazon.com/vpc/latest/privatelink/gateway-endpoints.html,"Gateway endpoints do not use AWS PrivateLink; access via route table prefix-list route and endpoint policy; security groups apply to the instances (must allow S3 prefix list), not to the endpoint; no NAT or internet gateway required; aws:SourceIp cannot be used in identity or bucket policies for requests traversing a VPC endpoint (use aws:VpcSourceIp); bucket policy example Deny with StringNotEquals aws:sourceVpce; endpoint policy example restricting Resource to a specific bucket; default quota 20 gateway endpoints per Region",2026-09-21,check-B4.1,,B4.1.md,yes
aws-shield-advanced-justification-mcq-27,mcq,new,https://docs.aws.amazon.com/waf/latest/developerguide/ddos-overview.html | https://docs.aws.amazon.com/waf/latest/developerguide/ddos-advanced-summary.html | https://docs.aws.amazon.com/waf/latest/developerguide/ddos-advanced-summary-capabilities.html | https://aws.amazon.com/shield/pricing/,"Shield Standard automatic and at no extra charge; Shield Advanced: SRT contactable at any time during an attack (requires Business or Enterprise Support), cost protection as service credits, enhanced real-time metrics and reports, automatic application layer (L7) DDoS mitigation, Firewall Manager rollout; subscription covers standard AWS WAF costs for protected resources (up to 1,500 WCUs); pricing: 1-year commitment, 3,000 USD per month plus data transfer out fees",2026-09-21,check-B4.1,,B4.1.md,yes
aws-vpn-customer-gateway-redundancy-mcq-32,mcq,new,https://docs.aws.amazon.com/vpn/latest/s2svpn/vpn-redundant-connection.html | https://docs.aws.amazon.com/vpn/latest/s2svpn/how_it_works.html | https://docs.aws.amazon.com/vpn/latest/s2svpn/vpn-limits.html | https://docs.aws.amazon.com/vpn/latest/s2svpn/accelerated-vpn.html,"Each Site-to-Site VPN connection offers two tunnels; redundancy against customer gateway device failure = second customer gateway + second VPN connection to the same virtual private gateway, both advertising the same prefixes via BGP; you can attach one virtual private gateway to a VPC at a time; quotas: 5 VGWs per Region, 50 customer gateways per Region, 10 VPN connections per VGW; Accelerated VPN counted separately (10 per Region); 'Acceleration is only supported for Site-to-Site VPN connections that are attached to a transit gateway. Virtual private gateways do not support accelerated VPN connections.'",2026-09-21,check-B4.1,"WHY d: added that acceleration is only supported on transit gateway attachments, not the virtual private gateway in the stem",B4.1.md,yes
aws-waf-cannot-attach-nlb-mcq-29,mcq,new,https://docs.aws.amazon.com/waf/latest/developerguide/web-acl-associating-aws-resource.html | https://docs.aws.amazon.com/waf/latest/developerguide/how-aws-waf-works.html | https://docs.aws.amazon.com/waf/latest/developerguide/ddos-advanced-summary-capabilities.html,"Web ACL associable resources: API Gateway REST API, Application Load Balancer, AppSync GraphQL API, Cognito user pool, App Runner service, Bedrock AgentCore Gateway, Verified Access instance, Amplify (regional) and CloudFront distribution (global); Network Load Balancer is not listed; each resource can have only one web ACL; WAF inspects HTTP(S) web requests; Shield Advanced adds L7 DDoS mitigation and SRT, not injection inspection",2026-09-21,check-B4.1,,B4.1.md,yes
aws-continuous-compliance-org-mcq-35,mcq,new,https://docs.aws.amazon.com/securityhub/latest/userguide/securityhub-standards-cis.html | https://docs.aws.amazon.com/securityhub/latest/userguide/securityhub-prereq-config.html,"Security Hub CSPM supports CIS AWS Foundations Benchmark v5.0.0, 3.0.0, 1.4.0 and 1.2.0; recommends central configuration to enable across accounts in an organization; controls run as service-linked AWS Config rules; Config must be enabled in each Region for the administrator and all member accounts; IAM.3 keys rotated every 90 days, IAM.5 MFA for console users",2026-09-21,check-B4.1,A: 'every control runs as a service-linked AWS Config rule' -> 'most controls run as service-linked AWS Config rules' (Security Hub prereq page: Config rules generate findings 'for most controls'),B4.1.md,yes
aws-share-encrypted-ami-cross-account-mcq-38,mcq,new,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/sharingamis-explicit.html | https://docs.aws.amazon.com/ebs/latest/userguide/ebs-modifying-snapshot-permissions.html | https://docs.aws.amazon.com/ebs/latest/userguide/share-kms-key.html,"You cannot share AMIs backed by snapshots encrypted with the default AWS managed key; snapshots must be encrypted with a customer managed key; you must allow the other accounts to use the KMS keys; you do not need to share the snapshots themselves to share the AMI; only unencrypted snapshots can be shared publicly; key permissions required: kms:DescribeKey, kms:CreateGrant, kms:GenerateDataKey, kms:GenerateDataKeyWithoutPlaintext, kms:ReEncrypt, kms:Decrypt; scope CreateGrant with kms:GrantIsForAWSResource",2026-09-21,check-B4.1,,B4.1.md,yes
aws-stale-credentials-audit-mcq-03,mcq,new,https://docs.aws.amazon.com/config/latest/developerguide/access-keys-rotated.html | https://docs.aws.amazon.com/config/latest/developerguide/iam-user-mfa-enabled.html | https://docs.aws.amazon.com/config/latest/developerguide/aggregate-data.html | https://docs.aws.amazon.com/config/latest/developerguide/config-rule-multi-account-deployment.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html,"access-keys-rotated: maxAccessKeyAge default 90 days, periodic, AWS::IAM::User, excludes root keys; iam-user-mfa-enabled: periodic, AWS::IAM::User; aggregator collects config and compliance data from an Organizations source, read-only view, cannot deploy rules; organization Config rules deploy to all accounts and to new accounts that join, not modifiable by member accounts; credential report is per account, at most once every four hours, CSV download",2026-09-21,check-B4.1,,B4.1.md,yes
aws-acm-certificate-not-renewing-mcq-51,mcq,new,https://docs.aws.amazon.com/acm/latest/userguide/managed-renewal.html,Managed renewal eligible only for ACM-issued certs; NOT ELIGIBLE if imported; eligible when associated with an AWS service or exported,2026-09-21,check-B4.2,,B4.2.md,yes
aws-acm-certificate-not-renewing-mcq-51,mcq,new,https://docs.aws.amazon.com/acm/latest/userguide/dns-renewal-validation.html,DNS-validated certs: ACM checks renewal criteria 45 days before expiry (older 395-day certs: 60 days); criteria = in use by an AWS service AND all CNAME records present in public DNS; failure events at 30/15/7/3/1 days,2026-09-21,check-B4.2,,B4.2.md,yes
aws-acm-certificate-not-renewing-mcq-51,mcq,new,https://docs.aws.amazon.com/acm/latest/userguide/import-certificate.html,ACM does not provide managed renewal for imported certificates; owner must obtain a new cert and reimport (preserves ARN and association); owner responsible for monitoring expiry,2026-09-21,check-B4.2,,B4.2.md,yes
aws-backup-vault-lock-ransomware-mcq-45,mcq,new,https://docs.aws.amazon.com/aws-backup/latest/devguide/vault-lock.html,Compliance mode: after grace time (min 3 days / 72 hours; ChangeableForDays 3-36500) lock cannot be altered or deleted by any user or by AWS; denies delete even to root; governance mode lock removable by users with IAM permissions; WORM; no additional charge,2026-09-21,check-B4.2,,B4.2.md,yes
aws-backup-vault-lock-ransomware-mcq-45,mcq,new,https://docs.aws.amazon.com/ebs/latest/userguide/snapshot-lifecycle.html,Data Lifecycle Manager automates creation/retention/deletion of EBS snapshots and EBS-backed AMIs only; cannot manage snapshots/AMIs created by other means,2026-09-21,check-B4.2,,B4.2.md,yes
aws-end-to-end-tls-alb-targets-mcq-40,mcq,new,https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-target-groups.html,HTTPS target group: load balancer establishes TLS to targets using certs installed on targets and does not validate them; self-signed or expired certs accepted,2026-09-21,check-B4.2,"WHY(export cert) rewritten: scenario gives no cert issue date, so dropped the unconditional ""created before June 17 2025 cannot be exported"" claim; now says only certificates requested as exportable (paid, issued on/after 2025-06-17) can leave ACM and that copying the private key to every instance adds cost and exposure, not security",B4.2.md,yes
aws-end-to-end-tls-alb-targets-mcq-40,mcq,new,https://docs.aws.amazon.com/elasticloadbalancing/latest/application/create-https-listener.html,ALB terminates front-end TLS and decrypts before sending to targets; NLB/CLB with TCP listener on 443 passes encrypted traffic through without decrypting,2026-09-21,check-B4.2,,B4.2.md,yes
aws-end-to-end-tls-alb-targets-mcq-40,mcq,new,https://docs.aws.amazon.com/acm/latest/userguide/export-public-certificate.html,ACM public certificates created prior to June 17 2025 cannot be exported; exportable public certs carry an additional charge (acm-exportable-certificates.html),2026-09-21,check-B4.2,,B4.2.md,yes
aws-end-to-end-tls-alb-targets-mcq-40,mcq,new,https://docs.aws.amazon.com/acm/latest/userguide/acm-exportable-certificates.html,"Exportable public certs: request as exportable, additional charge, 198-day validity, ACM renews 45 days before expiry; export-public-certificate.html: certs created prior to June 17 2025 cannot be exported",2026-09-21,check-B4.2,,B4.2.md,yes
